31,B8:F0:09:CD:35:10,3864,-76,-11.358887,-11.771973,-6.192871,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
33,B8:F0:09:CD:35:10,3864,-81,-11.388184,-11.73584,-6.219238,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
34,B8:F0:09:CD:35:10,3864,-76,-11.402832,-11.717773,-6.232422,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
35,B8:F0:09:CD:35:10,3864,-77,-11.41748,-11.699707,-6.245605,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
36,B8:F0:09:CD:35:10,3864,-82,-11.432129,-11.681641,-6.258789,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
37,B8:F0:09:CD:35:10,3864,-76,-11.446777,-11.663574,-6.271973,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
38,B8:F0:09:CD:35:10,3864,-78,-11.461426,-11.645508,-6.285156,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
39,B8:F0:09:CD:35:10,3864,-82,-11.476074,-11.627441,-6.29834,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
40,B8:F0:09:CD:35:10,3864,-75,-11.490723,-11.609375,-6.311523,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
41,B8:F0:09:CD:35:10,3864,-77,-11.505371,-11.591309,-6.324707,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
42,B8:F0:09:CD:35:10,3864,-77,-11.52002,-11.573242,-6.337891,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
43,B8:F0:09:CD:35:10,3864,-82,-11.534668,-11.555176,-6.351074,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
44,B8:F0:09:CD:35:10,3864,-76,-11.549316,-11.537109,-6.364258,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
45,B8:F0:09:CD:35:10,3864,-77,-11.563965,-11.519043,-6.377441,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
46,B8:F0:09:CD:35:10,3864,-82,-11.578613,-11.500977,-6.390625,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
47,B8:F0:09:CD:35:10,3864,-76,-11.593262,-11.48291,-6.403809,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
48,B8:F0:09:CD:35:10,3864,-77,-11.60791,-11.464844,-6.416992,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
49,B8:F0:09:CD:35:10,3864,-81,-11.622559,-11.446777,-6.430176,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
50,B8:F0:09:CD:35:10,3864,-76,-11.637207,-11.428711,-6.443359,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
52,B8:F0:09:CD:35:10,3864,-77,-11.666504,-11.392578,-6.469727,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
56,B8:F0:09:CD:35:10,3864,-76,-11.725098,-11.320312,-6.522461,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
56,B8:F0:09:CD:35:10,3864,-77,-11.725098,-11.320312,-6.522461,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
57,B8:F0:09:CD:35:10,3864,-82,-11.739746,-11.302246,-6.535645,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
58,B8:F0:09:CD:35:10,3864,-77,-11.754395,-11.28418,-6.548828,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
59,B8:F0:09:CD:35:10,3864,-78,-11.769043,-11.266113,-6.562012,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
60,B8:F0:09:CD:35:10,3864,-83,-11.783691,-11.248047,-6.575195,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
61,B8:F0:09:CD:35:10,3864,-76,-11.79834,-11.22998,-6.588379,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
62,B8:F0:09:CD:35:10,3864,-77,-11.812988,-11.211914,-6.601562,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
63,B8:F0:09:CD:35:10,3864,-81,-11.827637,-11.193848,-6.614746,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
64,B8:F0:09:CD:35:10,3864,-81,-11.842285,-11.175781,-6.62793,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
65,B8:F0:09:CD:35:10,3864,-76,-11.856934,-11.157715,-6.641113,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
66,B8:F0:09:CD:35:10,3864,-77,-11.871582,-11.139648,-6.654297,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
67,B8:F0:09:CD:35:10,3864,-81,-11.88623,-11.121582,-6.66748,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
68,B8:F0:09:CD:35:10,3864,-77,-11.900879,-11.103516,-6.680664,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
69,B8:F0:09:CD:35:10,3864,-77,-11.915527,-11.085449,-6.693848,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
70,B8:F0:09:CD:35:10,3864,-81,-11.930176,-11.067383,-6.707031,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
71,B8:F0:09:CD:35:10,3864,-76,-11.944824,-11.049316,-6.720215,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
72,B8:F0:09:CD:35:10,3864,-77,-11.959473,-11.03125,-6.733398,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
73,B8:F0:09:CD:35:10,3864,-77,-11.974121,-11.013184,-6.746582,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
74,B8:F0:09:CD:35:10,3864,-82,-11.98877,-10.995117,-6.759766,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
75,B8:F0:09:CD:35:10,3864,-77,-12.003418,-10.977051,-6.772949,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
76,B8:F0:09:CD:35:10,3864,-77,-12.018066,-10.958984,-6.786133,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
79,B8:F0:09:CD:35:10,3864,-81,-12.062012,-10.904785,-6.825684,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
79,B8:F0:09:CD:35:10,3864,-77,-12.062012,-10.904785,-6.825684,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
80,B8:F0:09:CD:35:10,3864,-78,-12.07666,-10.886719,-6.838867,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
81,B8:F0:09:CD:35:10,3864,-84,-12.091309,-10.868652,-6.852051,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
83,B8:F0:09:CD:35:10,3864,-76,-12.120605,-10.83252,-6.878418,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
84,B8:F0:09:CD:35:10,3864,-78,-12.135254,-10.814453,-6.891602,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
85,B8:F0:09:CD:35:10,3864,-84,-12.149902,-10.796387,-6.904785,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
86,B8:F0:09:CD:35:10,3864,-77,-12.164551,-10.77832,-6.917969,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
87,B8:F0:09:CD:35:10,3864,-79,-12.179199,-10.760254,-6.931152,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
88,B8:F0:09:CD:35:10,3864,-84,-12.193848,-10.742188,-6.944336,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
89,B8:F0:09:CD:35:10,3864,-77,-12.208496,-10.724121,-6.95752,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
90,B8:F0:09:CD:35:10,3864,-77,-12.223145,-10.706055,-6.970703,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
91,B8:F0:09:CD:35:10,3864,-78,-12.237793,-10.687988,-6.983887,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
92,B8:F0:09:CD:35:10,3864,-83,-12.252441,-10.669922,-6.99707,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
105,B8:F0:09:CD:35:10,3864,-78,-12.442871,-10.435059,-7.168457,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
106,B8:F0:09:CD:35:10,3864,-85,-12.45752,-10.416992,-7.181641,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
107,B8:F0:09:CD:35:10,3864,-77,-12.472168,-10.398926,-7.194824,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
108,B8:F0:09:CD:35:10,3864,-79,-12.486816,-10.380859,-7.208008,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
109,B8:F0:09:CD:35:10,3864,-83,-12.501465,-10.362793,-7.221191,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
110,B8:F0:09:CD:35:10,3864,-78,-12.516113,-10.344727,-7.234375,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
111,B8:F0:09:CD:35:10,3864,-79,-12.530762,-10.32666,-7.247559,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
112,B8:F0:09:CD:35:10,3864,-79,-12.54541,-10.308594,-7.260742,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
113,B8:F0:09:CD:35:10,3864,-82,-12.560059,-10.290527,-7.273926,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
114,B8:F0:09:CD:35:10,3864,-78,-12.574707,-10.272461,-7.287109,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
115,B8:F0:09:CD:35:10,3864,-78,-12.589355,-10.254395,-7.300293,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
116,B8:F0:09:CD:35:10,3864,-83,-12.604004,-10.236328,-7.313477,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
117,B8:F0:09:CD:35:10,3864,-78,-12.618652,-10.218262,-7.32666,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
118,B8:F0:09:CD:35:10,3864,-79,-12.633301,-10.200195,-7.339844,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
119,B8:F0:09:CD:35:10,3864,-84,-12.647949,-10.182129,-7.353027,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
121,B8:F0:09:CD:35:10,3864,-78,-12.677246,-10.145996,-7.379395,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
122,B8:F0:09:CD:35:10,3864,-79,-12.691895,-10.12793,-7.392578,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
123,B8:F0:09:CD:35:10,3864,-85,-12.706543,-10.109863,-7.405762,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
124,B8:F0:09:CD:35:10,3864,-79,-12.721191,-10.091797,-7.418945,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
125,B8:F0:09:CD:35:10,3864,-78,-12.73584,-10.07373,-7.432129,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
126,B8:F0:09:CD:35:10,3864,-78,-12.750488,-10.055664,-7.445312,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
127,B8:F0:09:CD:35:10,3864,-83,-12.765137,-10.037598,-7.458496,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
128,B8:F0:09:CD:35:10,3864,-78,-12.779785,-10.019531,-7.47168,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
129,B8:F0:09:CD:35:10,3864,-79,-12.794434,-10.001465,-7.484863,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
130,B8:F0:09:CD:35:10,3864,-84,-12.809082,-9.983398,-7.498047,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
131,B8:F0:09:CD:35:10,3864,-78,-12.82373,-9.965332,-7.51123,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
132,B8:F0:09:CD:35:10,3864,-79,-12.838379,-9.947266,-7.524414,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
133,B8:F0:09:CD:35:10,3864,-83,-12.853027,-9.929199,-7.537598,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
134,B8:F0:09:CD:35:10,3864,-79,-12.867676,-9.911133,-7.550781,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
135,B8:F0:09:CD:35:10,3864,-79,-12.882324,-9.893066,-7.563965,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
138,B8:F0:09:CD:35:10,3864,-79,-12.92627,-9.838867,-7.603516,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
139,B8:F0:09:CD:35:10,3864,-79,-12.940918,-9.820801,-7.616699,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
140,B8:F0:09:CD:35:10,3864,-83,-12.955566,-9.802734,-7.629883,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
143,B8:F0:09:CD:35:10,3864,-79,-12.999512,-9.748535,-7.669434,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
143,B8:F0:09:CD:35:10,3864,-79,-12.999512,-9.748535,-7.669434,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
144,B8:F0:09:CD:35:10,3864,-83,-13.01416,-9.730469,-7.682617,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
145,B8:F0:09:CD:35:10,3864,-80,-13.028809,-9.712402,-7.695801,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
146,B8:F0:09:CD:35:10,3864,-79,-13.043457,-9.694336,-7.708984,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
147,B8:F0:09:CD:35:10,3864,-79,-13.058105,-9.67627,-7.722168,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
148,B8:F0:09:CD:35:10,3864,-83,-13.072754,-9.658203,-7.735352,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
149,B8:F0:09:CD:35:10,3864,-80,-13.087402,-9.640137,-7.748535,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
150,B8:F0:09:CD:35:10,3864,-80,-13.102051,-9.62207,-7.761719,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
151,B8:F0:09:CD:35:10,3864,-84,-13.116699,-9.604004,-7.774902,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
152,B8:F0:09:CD:35:10,3864,-81,-13.131348,-9.585938,-7.788086,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
153,B8:F0:09:CD:35:10,3864,-79,-13.145996,-9.567871,-7.80127,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
154,B8:F0:09:CD:35:10,3864,-82,-13.160645,-9.549805,-7.814453,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
155,B8:F0:09:CD:35:10,3864,-81,-13.175293,-9.531738,-7.827637,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
156,B8:F0:09:CD:35:10,3864,-79,-13.189941,-9.513672,-7.84082,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
157,B8:F0:09:CD:35:10,3864,-79,-13.20459,-9.495605,-7.854004,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
158,B8:F0:09:CD:35:10,3864,-83,-13.219238,-9.477539,-7.867188,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
159,B8:F0:09:CD:35:10,3864,-81,-13.233887,-9.459473,-7.880371,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
160,B8:F0:09:CD:35:10,3864,-79,-13.248535,-9.441406,-7.893555,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
161,B8:F0:09:CD:35:10,3864,-83,-13.263184,-9.42334,-7.906738,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
163,B8:F0:09:CD:35:10,3864,-80,-13.29248,-9.387207,-7.933105,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
165,B8:F0:09:CD:35:10,3864,-82,-13.321777,-9.351074,-7.959473,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
166,B8:F0:09:CD:35:10,3864,-79,-13.336426,-9.333008,-7.972656,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
167,B8:F0:09:CD:35:10,3864,-79,-13.351074,-9.314941,-7.98584,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
169,B8:F0:09:CD:35:10,3864,-83,-13.380371,-9.278809,-8.012207,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
170,B8:F0:09:CD:35:10,3864,-80,-13.39502,-9.260742,-8.025391,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
171,B8:F0:09:CD:35:10,3864,-79,-13.409668,-9.242676,-8.038574,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
172,B8:F0:09:CD:35:10,3864,-83,-13.424316,-9.224609,-8.051758,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
173,B8:F0:09:CD:35:10,3864,-81,-13.438965,-9.206543,-8.064941,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
174,B8:F0:09:CD:35:10,3864,-79,-13.453613,-9.188477,-8.078125,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
175,B8:F0:09:CD:35:10,3864,-83,-13.468262,-9.17041,-8.091309,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
176,B8:F0:09:CD:35:10,3864,-80,-13.48291,-9.152344,-8.104492,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
177,B8:F0:09:CD:35:10,3864,-79,-13.497559,-9.134277,-8.117676,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
178,B8:F0:09:CD:35:10,3864,-84,-13.512207,-9.116211,-8.130859,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
179,B8:F0:09:CD:35:10,3864,-80,-13.526855,-9.098145,-8.144043,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
182,B8:F0:09:CD:35:10,3864,-83,-13.570801,-9.043945,-8.183594,-3.944397,-0.091553,0.823975,-351.0,247.0,95.0
